months_as_customer,policy_deductable,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim,months_as_customer,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim,policy_csl_250/500,policy_csl_500/1000,insured_sex_MALE,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,property_damage_YES,police_report_available_YES,fraud_reported_Y
-1.1217991471318562,-0.22193797776945337,2.107854003391451,-0.9201437625600315,0.9594873982410949,-1.234469614446002,-0.8078654368125775,1.223134563057394,0.48073968157999025,-1.388145774088552,-1.234046032034014,-1.7524792701277627,78.0,1000.0,1234.2,6000000.0,0.0,0.0,3.0,1.0,2.0,2.0,750.0,1500.0,5250.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.43681959028032163,-0.22193797776945337,-0.4873150842314025,1.1855511233543385,-0.1956570803113337,1.332588271416756,-0.8078654368125775,-1.216628528147514,-0.40951898801258424,-1.541465034998418,-0.46271024122176785,0.1813089308861927,257.0,1000.0,1280.88,0.0,59400.0,-32200.0,21.0,1.0,0.0,1.0,0.0,5220.0,41760.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.3294287275535982,-1.0378864254512672,-0.4873150842314025,-0.9201437625600315,-1.106858004386852,-1.6623125954231284,-0.8078654368125775,-1.216628528147514,-1.2997776576051587,0.040789737591398194,-0.7426304878875024,-0.5957021046896694,169.0,500.0,1469.75,0.0,0.0,-57600.0,0.0,1.0,0.0,0.0,7740.0,3870.0,27090.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.4091422663195763,-1.0378864254512672,-0.4873150842314025,-0.9201437625600315,0.9594873982410949,-0.8066266334688756,-0.8078654368125775,0.003253017454939925,1.3709983511725647,-1.3370393537852634,-1.3377201974657675,-1.8186867544133678,45.0,500.0,1459.5,0.0,0.0,0.0,6.0,1.0,1.0,3.0,1000.0,1000.0,4000.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.7487295889959724,-1.0378864254512672,-0.4873150842314025,-0.9201437625600315,-0.7409426726714863,-0.6640123064765001,-0.8078654368125775,-1.216628528147514,-0.40951898801258424,-1.4228981398947884,-1.4849375123788575,-1.9076696132932212,6.0,500.0,1075.71,0.0,0.0,-47400.0,7.0,1.0,0.0,1.0,580.0,290.0,2320.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.2466047443548052,-1.0378864254512672,-0.4873150842314025,-0.9201437625600315,0.9594873982410949,0.334287982470128,1.1625380676083432,-1.216628528147514,0.48073968157999025,0.46599515451475965,-0.5269882237894551,-0.47017271448416204,350.0,500.0,889.13,0.0,0.0,0.0,14.0,3.0,0.0,2.0,9820.0,4910.0,29460.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.40199012128787076,-1.0378864254512672,2.5403821846619263,0.7211638673698562,-0.22435632201449962,-0.3787836524917493,-0.8078654368125775,-1.216628528147514,-0.40951898801258424,-1.410632599021999,-1.4123655965766302,-1.894957776310385,253.0,500.0,1187.01,7000000.0,46300.0,-33000.0,9.0,1.0,0.0,1.0,640.0,640.0,2560.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.18140348433568187,-1.0378864254512672,-0.4873150842314025,1.5719496798605106,-1.5839828977019854,-0.6640123064765001,-0.8078654368125775,0.003253017454939925,-0.40951898801258424,-1.4596947625131562,-1.4621291959838718,-1.8822459393275488,186.0,500.0,922.85,0.0,70300.0,-70900.0,7.0,1.0,1.0,1.0,400.0,400.0,2800.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.3220685938384489,-1.0378864254512672,2.972910365932402,-0.9201437625600315,0.9594873982410949,-0.3787836524917493,-0.8078654368125775,-1.216628528147514,1.3709983511725647,-1.4269866535190514,-1.4289534630457106,-1.9267373687674756,55.0,500.0,1198.44,8000000.0,0.0,0.0,9.0,1.0,0.0,3.0,560.0,560.0,1960.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4281122230322089,-0.22193797776945337,-0.4873150842314025,-0.9201437625600315,0.9594873982410949,1.0473596174320052,1.1625380676083432,-1.216628528147514,0.48073968157999025,-0.23109641842209735,-0.2159657274941945,0.6855451312053616,256.0,1000.0,1351.1,0.0,0.0,0.0,19.0,3.0,0.0,2.0,6410.0,6410.0,51280.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.10593963485203808,-0.22193797776945337,-0.4873150842314025,0.8984109116387425,0.9594873982410949,-1.519698268430753,-0.8078654368125775,1.223134563057394,0.48073968157999025,-0.30264540684670144,-0.28853764329642195,0.8582142502222199,219.0,1000.0,1114.29,0.0,51300.0,0.0,1.0,1.0,2.0,2.0,6060.0,6060.0,54540.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.513630673296929,-0.22193797776945337,2.107854003391451,0.6928043402868344,-1.2144801607737241,0.6195166364548789,-0.8078654368125775,1.223134563057394,-0.40951898801258424,0.12256001007666001,0.14274688489967272,1.418594397215582,33.0,1000.0,1096.79,6000000.0,45500.0,-60600.0,16.0,1.0,2.0,1.0,8140.0,8140.0,65120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5484601422893798,1.4099589175941745,-0.4873150842314025,-0.9201437625600315,-1.6126821394051514,-1.0918552874536265,2.147739819818803,0.003253017454939925,0.48073968157999025,-0.06755587345157373,-0.05008706280338884,0.6426426813882895,29.0,2000.0,1352.83,0.0,0.0,-71700.0,4.0,4.0,1.0,2.0,7210.0,7210.0,50470.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.3410385505510817,-0.22193797776945337,-0.4873150842314025,0.2993159020099066,-0.22794372722739537,-0.3787836524917493,1.1625380676083432,1.223134563057394,0.48073968157999025,0.8789350305653318,-0.3175664096173129,-0.14919883066754822,246.0,1000.0,1665.45,0.0,34400.0,-33100.0,9.0,3.0,2.0,2.0,11840.0,5920.0,35520.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.843163395192249,-0.22193797776945337,-0.4873150842314025,0.15751826659479753,0.9594873982410949,1.1899739444243806,1.1625380676083432,-1.216628528147514,0.48073968157999025,0.6745093493521773,0.7025873782311417,0.26605451077176734,110.0,1000.0,1573.93,0.0,30400.0,0.0,20.0,3.0,0.0,2.0,10840.0,10840.0,43360.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.30620908155863075,1.4099589175941745,2.107854003391451,-0.9201437625600315,-1.2503542129026815,0.4769023094625034,1.1625380676083432,0.003253017454939925,0.48073968157999025,-0.17385722768241407,1.2292521386244497,0.44984648714860725,242.0,2000.0,1396.89,6000000.0,0.0,-61600.0,15.0,3.0,1.0,2.0,6690.0,13380.0,46830.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-1.4004348990714635,1.4099589175941745,1.2427976408504997,0.7388885717967448,0.9594873982410949,-0.6640123064765001,-0.8078654368125775,1.223134563057394,-1.2997776576051587,0.7726336763344914,-0.37147697564182475,0.0679617177892367,46.0,2000.0,1568.47,4000000.0,46800.0,0.0,7.0,1.0,2.0,0.0,11320.0,5660.0,39620.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5064785282652234,1.4099589175941745,2.107854003391451,1.9796178816789494,0.9594873982410949,0.9047452904396297,1.1625380676083432,0.003253017454939925,1.3709983511725647,-0.6379035240362749,-0.6285889059125735,-0.1576733886561057,265.0,2000.0,1724.46,6000000.0,81800.0,0.0,18.0,3.0,1.0,3.0,4420.0,4420.0,35360.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.5209908070120782,-0.22193797776945337,2.107854003391451,-0.9201437625600315,-0.7768167248004437,-1.3770839414383773,0.1773363153978828,0.003253017454939925,0.48073968157999025,0.4537296136419704,-0.5332086737153603,0.0372414450807159,147.0,1000.0,1439.9,6000000.0,0.0,-48400.0,2.0,2.0,1.0,2.0,9760.0,4880.0,39040.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.3917275318233508,-1.0378864254512672,-0.4873150842314025,1.3769779311647357,0.08774793150742982,1.617816925401507,-0.8078654368125775,0.003253017454939925,1.3709983511725647,0.79716475808007,-0.35903607579001434,0.3931728806001292,47.0,500.0,1161.31,0.0,64800.0,-24300.0,23.0,1.0,1.0,3.0,11440.0,5720.0,45760.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.13786664809511823,1.4099589175941745,-0.4873150842314025,0.6750796358599457,-0.13108378647921037,-1.234469614446002,-0.8078654368125775,0.003253017454939925,-0.40951898801258424,-1.4903586146951293,-1.493231445613398,-1.9378602261274571,191.0,2000.0,1551.61,0.0,45000.0,-30400.0,3.0,1.0,1.0,1.0,250.0,250.0,1750.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
